#{"t_start": 1729732848.422208, "env_id": "None"}
r,l,t
22.087223,100,107853.219403
-3.759441,86,107919.566651
-8.03127,26,107945.896628
-2.2033253,61,107995.56737
-3.2141438,29,108023.905447
18.272959,100,108099.589273
19.920135,100,108175.256117
12.378195,100,108250.934527
-0.4238119,99,108325.951903
-6.5310783,90,108394.966798
11.03069,100,108470.641899
-1.1317015,48,108511.644385
-7.216255,30,108540.652118
22.450268,100,108616.332821
8.651381,99,108691.331641
17.44074,100,108767.013634
1.1659813,61,108816.695407
3.855553,100,108893.69959
17.732138,100,108969.383969
10.054132,100,109045.057305
18.19274,100,109120.723517
14.826046,100,109196.409112
4.6298437,74,109254.749827
-3.9025216,63,109305.743539
5.5846,100,109381.42097
33.816833,100,109457.108484
29.892298,100,109534.436375
20.311115,100,109610.114461
23.49084,100,109685.801093
2.7816248,58,109733.461873
22.952394,100,109809.149248
-2.7788744,60,109858.149502
-6.744754,27,109889.162602
8.970849,100,109964.838824
-4.072606,64,110016.507499
3.5404615,50,110058.849508
11.4613285,100,110134.518964
17.520517,100,110211.522981
18.629719,100,110287.206366
-9.793707,35,110319.540262
0.52610683,73,110377.204525
8.576696,66,110430.218195
20.726744,100,110505.902593
7.591467,66,110558.899716
16.598354,100,110634.575028
22.807407,90,110703.593076
3.654726,66,110756.592728
17.481598,100,110832.274487
-9.046761,27,110859.278139
16.77817,100,110934.948629
6.2202206,100,111010.624732
-7.850826,30,111039.626741
-4.8219686,31,111069.301794
16.46717,100,111144.974964
29.965738,100,111220.652402
6.4958553,84,111285.665483
1.9770358,100,111361.340843
14.229983,100,111437.010802
16.099136,100,111512.685854
16.051783,100,111588.373878
5.13337,100,111664.039752
4.765916,100,111741.056519
-3.9841466,47,111781.397596
24.792126,100,111857.07312
0.42183685,38,111891.407728
-7.6624155,53,111935.749125
18.061672,100,112011.416322
22.624542,100,112087.102796
29.372057,100,112162.765142
6.512966,73,112220.447064
29.041134,100,112296.125516
11.403487,100,112371.793052
-9.292718,18,112392.807143
-5.2828355,85,112458.480858
18.04245,100,112534.147989
-10.268258,31,112563.838034
25.996223,100,112639.502132
0.52455217,100,112715.181797
-1.2259531,60,112764.182958
-8.980672,49,112805.858183
23.222265,100,112881.525882
-8.671289,14,112899.871454
4.3707304,100,112975.538252
22.117828,100,113051.219688
-2.4123597,38,113085.558549
-4.190246,61,113135.228483
0.30669022,99,113210.237153
12.651185,100,113285.920372
0.3082193,86,113355.251927
8.503799,100,113430.929889
22.592072,100,113506.604013
24.466413,100,113582.26901
8.982625,100,113657.958575
-2.1650467,63,113708.958502
-5.6348233,46,113748.628608
-6.944128,46,113788.306482
-9.060215,33,113819.31881
-10.127078,11,113835.646987
10.261119,100,113911.302813
